Column1,·ò-ÆÞ,¸¸-×Ó,¸¸-Å®,Ä¸-×Ó,Ä¸-Å®,ÐÖ-µÜ,ÐÖ-ÃÃ,½ã-µÜ,½ã-ÃÃ,×æ¸¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÄ¸-ËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,×æÏÈ-ºó´ú,²®¸¸-Ö¶×Ó,²®¸¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,¹Ã¸¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹ÃÄ¸-Ö¶Å®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ¸¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,¹«¹«-¶ùÏ±,ÆÅÆÅ-¶ùÏ±,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,½ã·ò-ÆÞµÜ,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Êå-É©,¹Ã-É©,µÜÏ±-²®,ÐÖÆÞ-µÜÆÞ,½ã·ò-ÃÃ·ò,Ç×¼Ò-Ç×¼Ò,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¹Ã-´ÓÖ¶Ëï,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Èý´ÓÐÖ-Èý´ÓµÜ,ÌÃ²®-ÌÃÖ¶,±íÊå-±íÖ¶,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ½ã·ò-ÌÃÄÚµÜ,±íÉ©-±íÐ¡Êå,Òö²®Êå-ÒöÖ¶,¾Ë¹«-ÉûËï,ÒÌÆÅ-ÒÌÉûËï,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,Ñø¸¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,Òå¸¸-Òå×Ó,Òå¸¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,¸Éµù-¸É¶ù×Ó,¸Éµù-¸ÉÅ®¶ù,¸ÉÂè-¸É¶ù×Ó,¸ÉÂè-¸ÉÅ®¶ù,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸µÜ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ
×æÄ¸-Ëï×Ó,0.106227226,0.122520698,0.062082128,0.134419207,0.034759779,-0.117813759,-0.021390278,0.16596205,0.000514904,0.509883334,0.539937558,1,0.576253547,0.421735408,0.399533623,0.508146586,0.447092311,0.384983819,0.317259022,0.389847315,0.271550196,0.152658127,0.197777252,0.069766789,0.260148958,0.113871827,0.042394744,0.094180077,-0.18927576,-0.041530232,0.07637296,0.119336437,0.082713639,-0.035044287,-0.101470991,-0.020187588,0.224135701,-0.00221157,-0.029312794,-0.007384451,-0.067654602,-0.039271875,-0.053152236,0.02764739,-0.11526024,0.062550948,-0.119273108,-0.043023385,-0.070460382,0.038485369,-0.290514833,-0.328414802,-0.013653293,-0.022527867,-0.178170356,-0.216943438,-0.094350628,-0.150216845,-0.213066047,-0.126131726,-0.234823437,-0.231105134,-0.1199245,-0.33011978,-0.185034834,-0.245205745,-0.017209486,0.154859518,-0.000705934,0.172540176,-0.066499297,-0.060360944,-0.018900789,0.095099902,-0.135958284,-0.135299051,-0.283383457,-0.003621953,-0.058532496,-0.072140955,-0.044111275,-0.378180352,0.055303119,0.1230205,0.109706371,0.138028116,0.107856957,0.076926939,-0.079239734,-0.129415788,0.047584887,-0.127977179,0.008312067,-0.061540178,-0.116132346,0.043372371,0.139027643,-0.257291653,-0.096692122,-0.104412271,0.045031711,0.096719531,0.155091683,0.081794254,0.231894878,-0.037076389,0.001176343,-0.076251585,0.162722188,0.076680778,-0.086951812,-0.085502116,0.01272212,-0.092790751,-0.134878599,-0.178917089,-0.218650244,-0.068515566,-0.043911788,-0.033757862,0.044974199,0.053085315,-0.215561037,-0.097458247,-0.108284865,-0.18034247,-0.176543836,-0.240211993,-0.106796705,-0.165479288,-0.189282263,-0.154092575,-0.245414721,-0.126526523,0.007400341,-0.122858194,-0.243494479,-0.179727001,-0.264395803,-0.208607467,-0.305995424,-0.142577877
×æÄ¸-ËïÅ®,0.195078449,0.199436556,0.194717317,0.282707552,0.357117488,-0.251772754,-0.053735559,0.091926287,0.047910869,0.15946164,0.547550894,0.576253547,1,0.169909342,0.460111667,0.411469131,0.799881437,0.265313045,0.461508339,0.405956713,0.309043442,-0.010840674,0.306402839,-0.090212324,0.328609812,0.083775141,-0.099423903,0.10918525,-0.121953921,0.201925306,-0.051048194,-0.010779693,0.060259311,0.209553805,-0.045814082,0.103613168,0.203934769,0.309415677,-0.024205678,0.112787059,-0.021072872,0.276905814,0.08417652,0.207659524,-0.090579439,0.175113792,-0.155903138,-0.089773689,0.026159241,0.130271866,-0.173446841,-0.194280606,0.03603939,0.028095773,-0.295739097,-0.338993226,-0.088663784,-0.065081101,-0.303845734,-0.07634504,-0.278980772,-0.127625338,-0.151717191,-0.13611941,-0.172544055,-0.209432708,-0.042911445,0.162544623,-0.11872479,0.104015205,-0.150852592,-0.065116107,-0.047648579,0.167404254,-0.00948528,-0.041405759,-0.132881271,-0.061213993,-0.004405065,-0.183520749,-0.043948198,-0.258149207,-0.11059289,-0.111744121,0.064736461,-0.050165802,0.18345097,-0.039154755,-0.353024293,-0.317182414,-0.109994825,-0.106991949,-0.143571875,-0.189195034,-6.55E-05,-0.15313659,-0.00469473,-0.224205217,-0.09496567,-0.108197688,-0.104618444,0.142359445,0.027594899,0.21679345,0.080742219,-0.079929543,-0.087916586,-0.071599376,0.146837018,0.133592674,-0.061701562,-0.144200768,0.019656572,0.093373759,-0.118357982,-0.201668242,-0.169151087,0.054811975,-0.181355395,-0.048554851,-0.147292229,0.080053901,-0.263808762,-0.135049889,-0.046885927,0.036109795,-0.083963805,-0.143563127,0.071493138,0.142941543,-0.354261379,-0.176363085,-0.183482085,-0.168756532,-0.049780006,-0.205141148,-0.314683402,-0.368827361,-0.421354213,-0.256964285,-0.320497592,-0.224058134
Íâ×æ¸¸-ÍâËï×Ó,0.065546806,0.289248265,-0.030781885,0.098946901,0.124287121,0.029096975,-0.018485091,0.080380968,-0.167626173,0.476802466,0.357957864,0.421735408,0.169909342,1,0.33232943,0.357632767,0.136976099,0.318546334,0.240252642,0.246595571,0.111390922,0.225850787,0.076151318,0.212665896,0.209873569,0.256995811,0.089049577,0.014366105,-0.110478093,-0.178879779,0.126520444,-0.110504704,-0.155272149,-0.253963241,0.005001835,0.038434548,0.074253516,-0.081365239,0.185657382,0.030106343,0.09789242,-0.198926188,-0.025392561,-0.016684739,-0.083347876,-0.022748962,0.076510105,-0.161642886,0.000557307,-0.174562698,-0.049507456,-0.358051449,0.085096571,-0.185935712,-0.258548708,-0.191309909,-0.049496441,-0.375033684,-0.021730337,-0.231093923,-0.110323073,-0.355745803,-0.151068357,-0.321624128,-0.315388069,-0.112851151,0.136277144,0.184736881,0.11550663,0.258831193,0.171480911,0.080836134,0.090115116,0.086079271,-0.080101775,-0.113183599,-0.252902592,0.006610269,0.035529113,0.13630163,-0.100696755,-0.327577849,0.086874398,0.209942862,0.123512067,0.263450205,0.049701516,-0.021809822,-0.008304012,-0.057728891,0.252437335,0.008698676,0.236878623,0.03316568,-0.188920996,0.278154707,0.190895021,-0.055593199,-0.02023717,0.271293892,0.138115152,-0.043411666,-0.043916708,-0.019476506,-0.056142717,-0.140993094,-0.060188481,-0.099612937,0.010227276,-0.18522321,-0.017924866,0.008122386,0.02810958,0.026613394,0.059239665,-0.256509725,-0.182556437,-0.131312949,-0.021036206,-0.140863956,-0.058588189,0.016010717,-0.119268594,-0.051724343,-0.069865789,-0.186861081,0.007337426,-0.04232807,0.062402686,-0.150895138,0.034179274,-0.051430973,-0.208102411,0.07388663,-0.142175983,-0.263015553,-0.266582801,-0.296074421,-0.29502766,-0.349897772,-0.336296684,-0.270746206
Íâ×æ¸¸-ÍâËïÅ®,0.182011614,0.302950518,0.375795855,0.35906618,0.31436824,-0.110820613,-0.031521693,0.133959784,-0.029125368,0.227757722,0.501285774,0.399533623,0.460111667,0.33232943,1,0.511327578,0.488904171,0.155424172,0.42345637,0.363465046,0.148744821,-0.070793728,0.12675885,0.043722883,0.232867744,0.047812381,-0.166272803,0.097926743,-0.248601849,0.049000057,-0.063461757,-0.031843948,0.004556214,0.020135817,-0.140995537,0.115978738,0.28503643,0.260988959,-0.012778278,0.400330375,0.101847286,0.144051497,0.042690322,0.173213477,-0.052766661,0.086258717,-0.048194838,-0.162820218,-0.132938524,0.015891838,-0.086496709,-0.270573414,0.052650056,0.108124069,-0.336464902,-0.227124179,-0.115533661,-0.19417344,-0.068870985,-0.031201698,-0.199261769,-0.238299215,-0.170708467,-0.109809803,-0.256947311,-0.004460543,0.11475439,0.274688755,0.006562703,0.194655241,-0.171189341,-0.07872552,-0.096281335,0.107391233,-0.122739345,-0.17031058,-0.258628309,0.041091377,-0.006560984,-0.142914087,-0.117820578,-0.291264463,0.031292094,-0.016094062,0.034849417,-0.110020469,-0.027188285,-0.183107789,-0.258852153,-0.301508135,-0.021348298,-0.135571538,-0.214606553,-0.291286278,-0.131069099,-0.201439707,-0.05219552,-0.295777469,-0.178955269,-0.071003657,-0.087355325,-0.050509979,-0.050640743,0.205828519,0.030167346,-0.123093336,-0.128555821,0.037295754,0.098530637,0.026632074,0.19581436,0.055223041,0.094493251,0.124154497,0.002184898,-0.205766057,-0.148849877,-0.035322172,-0.024883245,-0.007066858,-0.116711626,0.150737354,-0.152447291,0.031628512,0.057587226,0.060662272,-0.11045277,-0.166386346,-0.043034473,0.060739054,-0.213314977,-0.157401191,-0.191979968,-0.073490221,-0.115120753,-0.347097422,-0.346030196,-0.237890551,-0.369861893,-0.260421127,-0.277746124,-0.167223534
Íâ×æÄ¸-ÍâËï×Ó,0.294808396,0.234858875,0.284885618,0.335068056,0.200218013,0.052625152,0.017629712,0.097090731,0.122610116,0.468348779,0.620544194,0.508146586,0.411469131,0.357632767,0.511327578,1,0.478751602,0.338486074,0.489132676,0.423286303,0.293880167,0.062660134,0.081287428,0.143204055,0.267510766,0.171934229,-0.131330662,-0.164103651,-0.188097511,-0.104028766,-0.076257447,-0.147472865,-0.04787639,-0.221854645,-0.12468338,0.148262309,0.363615667,0.188516618,-0.044345095,0.195497232,0.150747743,-0.081999856,-0.067764733,-0.125667141,0.014204041,0.116037787,0.016098518,-0.273510029,-0.212945243,-0.030504048,-0.054655686,-0.423413518,-0.172437906,0.05718747,-0.358761627,-0.115820463,-0.157969138,-0.255608103,-0.008930307,-0.245147171,-0.239615329,-0.245409264,-0.259935764,-0.289320537,-0.325000766,-0.184484585,0.150295462,0.191280052,-0.053620016,0.142431605,0.040529824,0.039395519,0.004651269,0.063114922,-0.009004925,-0.186040974,-0.310951869,0.051348715,0.102624845,-0.144686557,-0.091175883,-0.212430055,0.13677131,0.00772472,-0.094683071,-0.086930325,-0.169801518,-0.17669639,-0.120522723,-0.318393481,0.231916242,0.035584627,-0.108202846,-0.332817259,-0.186249351,0.103877508,0.025779067,-0.152177502,-0.131294298,-0.036431543,0.154799679,0.053742809,-0.107886303,-0.06799058,0.033291542,-0.04433565,-0.114550639,-0.197030452,0.052131949,-0.094733429,0.246170047,-0.124848252,0.10196994,-0.000945895,0.067535038,-0.034419357,-0.152388068,-0.146278718,0.229336412,0.107328814,0.145526959,0.07662304,-0.161413863,-0.179745293,-0.022962232,-0.013264591,-0.103211553,-0.168638208,0.023719523,-0.082573321,-0.1502502,-0.046996729,-0.380603929,-0.045808544,0.011121095,-0.243244336,-0.41094499,-0.315480351,-0.300247286,-0.30802871,-0.243754737,-0.159516111
Íâ×æÄ¸-ÍâËïÅ®,0.166974367,0.233880053,0.281588268,0.287800447,0.41041622,-0.213085121,-0.056435902,-0.041915369,0.048936121,0.075527822,0.527090121,0.447092311,0.799881437,0.136976099,0.488904171,0.478751602,1,0.241476347,0.532285635,0.481785865,0.389379868,0.005998074,0.318927691,-0.039660453,0.396084279,0.052672995,-0.223278239,0.005972041,-0.161896181,0.135279532,-0.177860822,-0.133637855,-0.063359474,0.144325089,-0.142367139,0.04743893,0.213579815,0.324836971,-0.03939775,0.192701453,0.114880455,0.37201118,0.15683161,0.257517123,-0.002242669,0.262927716,-0.045868358,-0.089326942,0.014549436,0.176446404,-0.074373717,-0.11579073,-0.097350378,-0.00564609,-0.301985032,-0.226371869,-0.171911487,-0.118174628,-0.238224186,-0.074949839,-0.224412631,-0.067284955,-0.206507836,-0.060304443,-0.160721301,-0.099961101,-0.000421555,0.048037966,-0.107209388,0.002302885,-0.101939868,-0.048269288,-0.016571651,0.10728864,0.075680969,-0.056086764,-0.12193946,-0.053855846,0.016439753,-0.124726004,-0.18536946,-0.198340703,-0.104646538,-0.201459501,0.029875606,-0.078890022,0.090390835,-0.145608321,-0.333667564,-0.386194127,-0.040014458,-0.056529258,-0.117052505,-0.183687717,0.052605715,-0.11394155,0.034326274,-0.137114852,-0.083259023,-0.119438875,0.005980617,0.194410264,0.005512858,0.269929792,0.089430158,-0.001034261,-0.172360086,-0.072225869,0.006461993,0.069495456,0.062583027,-0.06872703,-0.039447267,0.033165831,-0.153394984,-0.149581693,-0.142032013,0.105101136,-0.066701342,-0.000843674,-0.104604511,0.012692713,-0.212313625,-0.178574929,-0.080286493,0.122813024,-0.08500852,-0.120989508,0.051125265,0.189108703,-0.329312262,-0.179041955,-0.173537437,-0.213731526,-0.023658281,-0.207778193,-0.398284864,-0.419712025,-0.451398467,-0.313902841,-0.358450944,-0.285246642
Ôø×æ¸¸-ÔøËï×Ó,0.033238001,0.141548257,-0.126917496,-0.026987009,-0.074965091,0.061494494,0.041592448,-0.256837284,-0.087503543,0.391904231,0.454011012,0.384983819,0.265313045,0.318546334,0.155424172,0.338486074,0.241476347,1,0.488660917,0.433314943,0.496734708,0.57570385,0.339362342,0.272560037,0.251579244,0.401846405,0.042539261,-0.121480243,-0.067471986,-0.106959044,0.187950872,-0.068625887,-0.027523612,-0.257869876,0.0275475,-0.016567546,0.202200132,-0.067300709,0.078202645,-0.108051307,-0.015643801,-0.245579495,-0.254212747,-0.283223769,-0.287415245,-0.161996257,0.034406276,-0.143141484,-0.236739967,-0.259945805,0.052500395,-0.247324313,-0.174830574,-0.14786433,-0.252813528,-0.030828453,-0.187138501,-0.231338951,-0.135691952,-0.235208016,-0.09604821,-0.12929964,-0.09529124,-0.324609927,-0.142767026,-0.030132939,0.03852566,0.075127757,-0.079175809,-0.050319409,0.026120219,0.131983507,-0.024065584,-0.012851836,-0.148147756,-0.049688591,-0.149411239,-0.119913424,-0.144382375,-0.11631479,-0.088359049,-0.182759835,0.252544665,0.268848509,0.044104458,0.199253483,0.11030206,0.194546659,0.084125132,0.056929646,0.261429861,0.044677431,0.225980913,-0.027046516,-0.181538985,0.358715945,0.241318488,-0.03153458,0.002212933,0.106066611,0.204025214,0.139073126,0.06989952,-0.110394191,0.009898014,0.065063578,0.077246403,-0.17071711,0.0477035,0.042659584,-0.177599801,-0.217789696,-0.072393148,-0.233005201,0.041216666,-0.070142252,-0.148789213,-0.165234284,0.140023749,-0.041861807,0.071757912,-0.206892702,0.149030976,-0.181853712,0.03143493,-0.047130916,0.004410378,-0.098491846,0.019187316,-0.250941076,-0.148232948,-0.24939941,-0.367200594,-0.287486451,-0.210384193,-0.266760732,-0.263009733,-0.27441225,-0.107711943,-0.242376641,-0.159458744,-0.121732615
Ôø×æ¸¸-ÔøËïÅ®,0.043511165,0.129792855,0.049505525,0.056741543,0.173784731,-0.106628761,0.02020374,-0.075348009,0.04039919,0.214919135,0.504293722,0.317259022,0.461508339,0.240252642,0.42345637,0.489132676,0.532285635,0.488660917,1,0.326577887,0.491590451,0.162212944,0.272571558,0.088027095,0.295626955,0.214903113,-0.131788858,-0.022548068,-0.182077327,0.01141203,-0.0365101,-0.203268479,-0.106795366,-0.071236376,0.097165618,0.134812439,0.282117142,0.273430321,-0.101283228,0.081228192,0.178963388,0.04616786,0.036892736,-0.048270381,-0.118176984,0.112683378,0.129055124,-0.177291968,-0.049311812,0.036674191,0.161676238,-0.18571043,-0.047655263,0.212829596,-0.283144179,0.046834097,-0.127331826,-0.274210151,-0.065914122,-0.190286131,-0.096353761,-0.030190839,-0.159196748,-0.089144192,-0.16344149,0.061365732,-0.065625185,0.055740717,-0.077252998,-0.060542597,0.051466841,0.105745547,0.107710391,0.118199337,-0.056764026,-0.115105474,-0.191110178,0.097156435,0.028671379,-0.182966186,-0.137716895,-0.149414399,-3.25E-05,-0.013420438,-0.043882916,0.016491942,0.096857954,-0.070384869,-0.12744619,-0.269944359,0.217054582,0.163611823,0.048330097,-0.120372496,-0.006918483,0.128828046,0.164187116,-0.20116286,0.141532494,-0.086579102,0.182318729,0.391439405,-0.007723054,0.03370424,-0.062733863,-0.006253004,-0.135350748,-0.152721763,-0.035838009,0.107262602,-0.000757324,-0.1646191,-0.09998137,-0.025371543,-0.050304626,-0.011448645,-0.076955754,-0.000946897,-0.089793586,-0.095678018,-0.1158641,-0.212368305,-0.210835329,-0.256887091,-0.20626144,-0.058816393,-0.115173606,-0.166627163,0.06490965,-0.015834162,-0.300807996,-0.218310338,-0.25111466,-0.227681522,-0.212531202,-0.348683163,-0.340016789,-0.369019383,-0.319213458,-0.258461316,-0.284230316,-0.283340457
Ôø×æÄ¸-ÔøËï×Ó,0.084835613,0.237115691,0.183126135,0.226408059,0.206595416,-0.137057999,-0.138882138,-0.165090596,-0.047694492,0.144931066,0.463880499,0.389847315,0.405956713,0.246595571,0.363465046,0.423286303,0.481785865,0.433314943,0.326577887,1,0.477303435,0.25618765,0.34311876,0.053729101,0.430482307,0.06025007,-0.203779543,-0.255680741,-0.251741778,-0.102567595,-0.112117672,-0.153412859,-0.070049589,-0.135260538,-0.028351107,0.119713334,0.24844592,0.199646192,0.074862339,0.203426556,0.206257892,0.127938378,0.025117337,0.19523178,0.036061106,0.076787854,0.008146792,-0.138522303,-0.092220578,-0.075044208,-0.110495207,-0.203080664,0.011298892,-0.127106241,-0.164035723,-0.150996705,-0.088010087,-0.115564421,-0.07599825,-0.050970939,-0.205461633,-0.196520386,-0.09252775,-0.193849874,-0.136648655,-0.012468299,0.085143782,0.064493986,0.040865051,0.160724917,0.042829139,0.025552979,-0.013274235,-0.105601489,0.059580998,-0.067095818,-0.154028943,-0.011951294,0.091314687,-0.006189111,-0.174538764,-0.186802674,0.036744194,-0.051068536,0.038438012,0.131120592,0.04779646,-0.003858026,-0.190745032,-0.242150816,0.062488993,-0.129145666,-0.068162071,-0.192018646,-0.080636749,0.024535296,0.071943875,-0.089046042,-0.116907967,0.001557033,0.137328824,0.045536557,0.021134055,0.167751706,0.21341362,0.051397759,-0.01329183,-0.089976013,0.126085461,0.025728969,-0.081014466,-0.059295984,0.002767633,-0.143039916,-0.118397111,-0.093594685,-0.171180765,-0.015878797,0.029518645,-0.045563374,-0.094959191,-0.066997626,-0.091938466,-0.096478201,-0.073535609,-0.048040886,-0.159250224,-0.174879301,-0.105815869,-0.089478616,-0.21359817,-0.203025793,-0.265483418,-0.12299071,-0.224138868,-0.273392803,-0.283537342,-0.272447626,-0.291348185,-0.297787633,-0.264785249,-0.276497109
Ôø×æÄ¸-ÔøËïÅ®,-0.017295014,0.021834744,-0.016956826,-0.064449086,-0.043723504,-0.194944322,-0.065483627,-0.18513247,0.029797862,0.168238972,0.516733553,0.271550196,0.309043442,0.111390922,0.148744821,0.293880167,0.389379868,0.496734708,0.491590451,0.477303435,1,0.594343137,0.51623453,0.382593067,0.413058769,0.260605473,-0.09990927,-0.233157032,-0.215979823,-0.055200611,0.106685263,-0.169487392,-0.135234523,-0.155964568,0.052310355,0.202416678,0.222404564,0.163059504,-0.154692437,-0.209643488,0.001596061,-0.007242974,-0.121056967,-0.091830054,-0.030244641,0.189494719,0.069495564,0.043689356,-0.023343161,0.061202921,0.117911734,-0.022002403,-0.018718301,0.111084652,-0.002908198,0.141483132,0.047647254,0.002801644,-0.131764095,-0.170954704,0.06671154,0.060159742,-0.042445763,-0.012533961,-0.034138156,0.017964946,-0.199257464,-0.189261449,-0.214708473,-0.207428268,0.157602896,-0.011932473,0.166969921,-0.053223275,0.103672466,-0.122212072,-0.016976704,-0.022107969,-0.094339919,-0.138191897,-0.212734761,-0.103368441,-0.022835297,0.002572907,-0.105283347,0.195657798,0.084886957,0.043846042,0.030262231,-0.084210791,0.279215469,0.236524719,0.200425775,0.043761313,0.142987233,0.382115789,0.150567749,-0.01404219,0.151392527,0.020613674,0.361479307,0.244118906,0.071947217,-0.105110547,-0.064864465,0.14394284,-0.070285142,-0.194864552,-0.180426889,0.069555825,-0.282380762,-0.399780486,-0.299955155,-0.392482652,-0.170488642,0.054029739,-0.160774738,-0.067800501,0.014381714,-0.091358519,0.007984544,-0.25355181,-0.092871711,-0.29076806,-0.217889467,-0.188136944,-0.198356147,-0.208012642,-0.070783001,-0.147903389,-0.199890135,-0.135996194,-0.225909573,-0.264318965,-0.225543573,-0.201538237,-0.097259218,-0.233366451,-0.273591498,-0.223913813,-0.240166912,-0.211119928
¸ß×æ¸¸-ÐþËï,-0.037142369,0.10830216,-0.151862843,-0.124576549,-0.190585359,0.077018598,0.060769807,-0.193709576,-0.059844664,0.322532119,0.322005355,0.152658127,-0.010840674,0.225850787,-0.070793728,0.062660134,0.005998074,0.57570385,0.162212944,0.25618765,0.594343137,1,0.549092305,0.423462922,0.2479765,0.412392485,0.060611225,-0.223598695,-0.078927771,-0.171331534,0.199853513,-0.101911604,-0.156012486,-0.3577196,-0.043496992,-0.012083574,0.087904457,-0.169525582,0.052821917,-0.198574234,-0.037572413,-0.217869972,-0.298275064,-0.220003711,-0.084350101,-0.010952824,0.05335045,0.050866548,-0.07599777,-0.213306613,0.02221461,-0.095658281,-0.073423935,-0.158056905,0.008924894,0.07495089,-0.065234793,-0.08237106,-0.074170732,-0.22755708,0.007686687,-0.138390128,-0.094371296,-0.250231607,-0.148176476,-0.012288248,-0.08148917,-0.168561077,-0.158828339,-0.1481377,0.210425313,0.031456067,0.099655942,-0.13040237,0.027716129,-0.010991881,0.064699558,-0.117193993,-0.171212588,0.058408835,-0.140173384,-0.12873793,0.110082491,0.153148682,-0.043859597,0.289332306,0.002489801,0.157094495,0.262151428,0.242816913,0.399898407,0.224301551,0.494033976,0.227829916,0.01124697,0.517854786,0.25940887,0.09604417,0.026681048,0.270246612,0.347969189,0.039427315,0.050132881,-0.221391931,-0.12059385,0.032645484,0.028314742,-0.235878982,-0.222342904,-0.098675706,-0.323585095,-0.296363458,-0.183456582,-0.388478886,-0.074963507,-0.019697619,-0.098639961,-0.152027302,0.166358921,-0.041285291,0.15732139,-0.18020243,0.143811568,-0.1210126,-0.058430783,-0.180088094,0.0176599,-0.093454834,-0.073208678,-0.330443093,0.002665087,-0.053980375,-0.23583769,-0.125840957,-0.121496227,-0.172318007,-0.086561016,-0.173895778,-0.050122759,-0.206246748,-0.189249777,-0.158241506
