Column1,±íÉ©-±íÐ¡Êå,±íÊå-±íÖ¶,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,²®¸¸-Ö¶Å®,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,ÐÖ-µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Ä¸Ç×-Ç×Éú×ÓÅ®,Ä¸Ç×-·ÇÇ×Éú×ÓÅ®,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ_1,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸×ÓÅ®-Í¬¸¸ÒìÄ¸×ÓÅ®,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,µÜÏ±-²®,·ò-ÆÞ,·ò-ÆÞ_2,³ö¹ìÕß-µÚÈýÕß,·ò-ÆÞ_3,¸¸-Å®,¸¸-×Ó,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,¹«¹«-¶ùÏ±,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã-É©,¹Ã¸¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,Ç×¼Ò-Ç×¼Ò,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,¾Ë¸¸-ÍâÉû,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Ä¸-Å®,Ä¸-×Ó,ÆÅÆÅ-¶ùÏ±,Ô­Åä-µÚÈýÕß,Èý´ÓÐÖ-Èý´ÓµÜ,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå-É©,¼ÌÄ¸-¼Ì×ÓÅ®,¼ÌÄ¸-¼Ì×ÓÅ®_4,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,ÐÖ-µÜ_5,ÐÖ-ÃÃ,ÐÖÆÞ-µÜÆÞ,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌÄ¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÆÅ-ÒÌÉûËï,ÒÌ¸¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òö²®Êå-ÒöÖ¶,Ô­Åä-¼ÌÊÒ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,½ã-µÜ,½ã-ÃÃ,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,ÐÖ-µÜ_6,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÏÈ-ºó´ú
²®Ä¸-Ö¶×Ó,-0.285366663,-0.179514372,-0.221506124,-0.291860703,-0.141281052,-0.300784987,0.484185815,0.376945628,0.025439215,0.366183956,0.382223584,1,0.087241922,0.010786286,0.033443762,0.129714259,-0.253627115,-0.155563901,0.02236749,0.127394689,-0.081518971,-0.074141506,-0.076388195,-0.033815408,0.23477605,0.014432744,0.041809199,-0.009272001,-0.128928546,-0.086959787,0.08239132,-0.029636051,0.033838286,-0.026730964,0.11037029,0.30415337,0.262788294,-0.282211038,-0.041855709,0.073796929,-0.146637098,-0.215720104,0.020834526,-0.141804819,0.167476444,0.276024743,0.109571879,0.202063562,0.083832639,-0.355571352,0.072503404,-0.119832006,-0.163394734,0.029332493,0.131473727,-0.246235587,0.125340897,0.254811465,-0.120469497,0.002213519,0.116016565,-0.028260052,-0.138988886,-0.077583266,0.228837874,-0.035293203,-0.052853992,-0.103226214,-0.082618377,-0.318080212,-0.012626441,0.137971818,0.040939304,0.184214132,0.138347394,0.156261712,0.19286095,-0.343703642,0.033892156,0.04207372,0.472708717,0.232389151,0.183788838,-0.058328304,0.123904255,-0.116106292,0.201197617,-0.077838761,0.060261291,0.069637409,0.137084918,0.085121972,0.004175699,-0.171102391,-0.055548781,-0.068268415,-0.182441389,-0.029065822,-0.167796702,-0.11417966,0.114382336,-0.187669716,-0.101077965,0.068518643,0.070641988,-0.062691914,0.034252166,-0.124891522,0.211724508,0.230627568,0.352802949,0.235353995,-0.287724997,-0.299727346,-0.085242855,-0.154084713,0.209737765,0.276844152,0.051471987,0.017898751,0.078681354,0.052159655,-0.137987975,0.200809796,0.056290112,-0.087839303,-0.039445058,-0.112405848,-0.069948599,-0.091093723,0.0680534,-0.070389078,-0.336584524,-0.303750125,-0.113661664,-0.243937694,-0.209053336,-0.285063355,0.167337883,-0.215855396,-0.040667759,0.123418882,-0.092990461
Ôø×æ¸¸-ÔøËïÅ®,-0.043067624,-0.135096519,-0.00691296,-0.051858078,0.049320722,0.088980876,0.091780695,0.1119767,0.138388084,0.036717311,0.168084581,0.087241922,1,0.315540286,0.485167714,0.502605043,0.097676125,-0.03304708,-0.118970777,-0.018284549,-0.060430522,-0.123407933,-0.068341924,-0.035495338,-0.034583683,0.00061677,-0.056507331,0.011602032,-0.029228288,-0.105383215,-0.18422148,0.008025421,-0.010290924,-0.167940872,-0.191071041,0.16400021,0.173342389,0.080244822,0.212087404,0.158144268,-0.068001059,-0.244539142,0.051624093,0.113275989,-0.018579572,0.000401306,-0.226518994,-0.185017592,-0.169754291,-0.006407656,-0.060140464,-0.114606322,0.012199823,-0.183972584,0.084472429,-0.031202535,0.306876607,0.02235733,-0.193487539,-0.271978016,-0.051031866,-0.190889172,0.235305773,0.086525033,0.20207985,0.087698995,0.079582086,0.027420465,0.007603651,0.08060101,-0.078940218,-0.167975854,0.079622736,-0.153732416,0.04791349,-0.109009824,-0.21199733,-0.111089291,-0.095463952,0.105874987,0.254928274,-0.010496767,-0.203589352,-0.161677724,-0.04261824,-0.043163653,-0.019234584,0.06484749,-0.114231891,-0.252644542,-0.220887132,-0.137215383,0.052472896,-0.130261935,-0.158264544,-0.077063473,-0.133736526,-0.183746083,-0.069871413,0.066029506,0.251099617,0.042002358,0.061191791,0.444202549,0.41565564,-0.098714335,-0.203092099,-0.053047776,-0.098743196,-0.12125391,0.264496245,0.211575552,-0.011352148,-0.04890172,-0.015639058,0.046211172,0.068739756,-0.141889307,0.150629351,-0.160027493,-0.21085199,0.224018751,0.245428543,0.129027774,0.149736081,-0.05652318,-0.116937637,0.037157234,-0.011350427,-0.090756789,-0.110845817,-0.179307918,0.011365828,-0.000749425,0.041662648,0.002256076,-0.001903611,0.016551611,0.353065673,0.026511166,0.073917661,0.119396032,0.352976176
Ôø×æ¸¸-ÔøËï×Ó,-0.171807648,-0.165511261,-0.207730241,-0.308349176,-0.345711905,-0.25942738,-0.016251397,0.14742654,0.142503591,0.277948043,-0.041210637,0.010786286,0.315540286,1,0.603590502,0.429703684,-0.090932453,0.308108617,0.053577565,0.058483011,0.177290669,0.076736328,0.142802623,0.152027671,0.107229143,0.192918535,-0.024537366,0.090398287,-0.184632364,-0.270891997,-0.130154135,-0.159477794,-0.102664685,-0.249507079,-0.009635627,0.061233386,0.384607254,0.443549098,0.256934295,-0.113281013,-0.268707467,-0.320280118,-0.244728794,-0.176020681,-0.191113762,-0.136267846,-0.216069641,-0.142626087,-0.155906897,-0.146228923,0.047660387,0.184224272,-0.166247123,-0.01349426,-0.000775162,-0.081756848,0.034283259,0.087008854,0.221006611,0.073024296,0.097652253,-0.199936372,0.196499768,0.43599534,0.278884139,0.370626097,-0.029742495,-0.228631028,-0.244864633,-0.215777183,-0.343020857,0.061554627,-0.10461491,-0.113240207,0.046177965,-0.185366857,-0.13994208,-0.317703157,-0.311829267,-0.193691244,0.160880967,-0.087809882,-0.197460661,0.207507939,-0.144743534,0.002665374,-0.063824074,-0.095335749,-0.12617616,-0.046960578,-0.042260963,0.254204999,0.305903071,-0.23110445,-0.196147715,-0.268954558,-0.221842348,0.379654887,0.116391844,0.265570361,0.068140097,-0.023790629,-0.017382537,-0.012240061,0.269149299,0.055525697,-0.076072018,-0.315337543,-8.76E-05,0.266937004,0.106276527,0.521759242,-0.168773725,-0.373284572,-0.276800803,-0.323566875,-0.151265026,-0.19747397,-0.107838321,-0.275029154,-0.34015658,-0.042519757,0.14005576,-0.02483042,0.038840572,-0.18008909,0.105889732,-0.134852153,-0.252776257,0.274796456,-0.104776123,-0.328844186,-0.343997503,-0.246874595,0.237138494,0.120792513,0.207393501,-0.137426415,0.222780067,0.221569483,-0.151799407,0.351720008,0.545075059
Ôø×æÄ¸-ÔøËïÅ®,-0.207478759,-0.270411529,-0.188017519,-0.274430377,-0.21328265,-0.100562607,0.025157874,0.109936988,0.107377188,0.047853171,0.174443412,0.033443762,0.485167714,0.603590502,1,0.605755584,0.123299771,0.161387107,0.044096663,0.295791731,0.063501514,-0.221193084,-0.078370815,0.107496754,0.005922446,-0.005874657,-0.156660528,0.041314944,-0.135983403,-0.179312243,-0.241137311,0.145147053,-0.001921163,-0.155812444,0.011519117,0.25511203,0.37740345,0.260889017,0.44398466,0.018705379,-0.158202283,-0.269341765,-0.23566198,-0.072215838,0.071563253,0.013501838,-0.212242971,-0.109456701,-0.169201502,-0.04376838,0.027050229,-0.048223151,-0.052386859,-0.084020074,0.155299248,-0.066914496,0.293320758,0.133946368,-0.156902705,-0.094822595,-0.021595264,-0.128082489,0.226043075,0.287218361,0.425340016,0.237945121,-0.091347439,-0.166080892,-0.11496449,-0.06598302,-0.200688802,-0.031613945,-0.162032729,-0.150686763,0.144058851,0.028838533,-0.114568663,-0.299766507,-0.218144477,0.176749704,0.263287053,0.117257847,-0.151198542,-0.041208469,0.023179194,-0.037118004,0.004234603,-0.08151529,-0.232586086,-0.112419309,-0.089869562,0.031383607,-0.043662429,-0.256549169,-0.131613523,-0.24469258,-0.16909197,0.063418488,0.074635251,0.121764862,0.381646308,0.031396329,-0.009193062,0.170399357,0.394561204,-0.186855732,-0.068839608,-0.209484113,0.110869889,0.068393163,0.068465121,0.332790414,-0.117628015,-0.278818069,-0.227348534,-0.059803873,0.112673024,-0.1219366,-0.033078417,-0.105505288,-0.26128863,-0.131311669,0.028077228,0.020076197,-0.058319381,-0.146187461,0.037676906,0.023263503,-0.179549549,-0.020660211,-0.107379911,-0.163151054,-0.208092709,-0.204176531,0.027966241,-0.065224425,-0.085483883,-0.099907059,0.34854637,0.066518406,0.038248156,0.313143084,0.379606022
Ôø×æÄ¸-ÔøËï×Ó,-0.112403481,-0.08125744,-0.180376671,-0.168471337,-0.034424171,-0.017155647,-0.026318149,0.055375974,0.145420081,0.082959866,0.282546561,0.129714259,0.502605043,0.429703684,0.605755584,1,0.150315722,-0.000380343,-0.091176656,0.094942011,0.100482414,-0.140881466,0.026320319,0.0463187,-0.008796699,-0.171714856,-0.220475081,0.130513471,-0.062007851,-0.15521154,-0.244085085,0.03280053,0.082257431,-0.075874038,-0.009114698,0.109245469,0.175318123,0.319754133,0.526992689,-0.040146864,0.022033076,-0.184430508,-0.073813883,0.162961335,-0.100450165,-0.16589656,-0.153334241,-0.335442877,-0.095321984,-0.128614489,-0.283392821,-0.098277836,0.027112898,-0.231574136,-0.011302769,-0.099028736,0.311939587,0.077451786,-0.153790205,-0.369809563,-0.099707437,-0.221122093,0.2465991,0.170484687,0.313905676,0.169272771,0.119152143,0.127893131,-0.094866255,0.062057059,-0.325477081,-0.182095534,-0.102533717,-0.252672931,0.176545675,-0.19792409,-0.192202658,-0.277849353,-0.029445136,0.203556613,0.339015464,0.136952254,-0.195040973,-0.134679178,-0.184720478,-0.002926058,0.005538005,0.043816842,-0.380085611,-0.17192803,-0.149393398,-0.01024837,-0.047416917,-0.344747423,-0.146552746,-0.032721943,0.001317596,-0.024399383,0.136374153,0.090180369,0.344890365,0.037662319,-0.04802345,0.467848428,0.399707792,-0.309854446,-0.316064417,-0.060671375,-0.003613529,-0.101197522,0.221442344,0.264241362,0.017193819,-0.040645357,0.021609435,-0.02958692,-0.018894041,-0.159470722,0.187504104,-0.152618699,-0.28978738,0.018336723,0.138920158,0.102433833,0.134531699,0.06138843,0.082415766,-0.009055853,-0.236291441,-0.081443523,-0.164622766,-0.243312849,-0.101275854,-0.011705619,0.040363988,-0.078795641,-0.184729148,-0.023920707,0.355239758,0.043358743,0.081324654,0.188646969,0.470626992
´Ó×æ¸¸-´ÓËïÅ®,-0.116160914,0.035449391,-0.157452195,-0.094861118,0.068611249,0.296786588,-0.036463433,-0.183250588,0.062432862,-0.180021396,0.151631053,-0.253627115,0.097676125,-0.090932453,0.123299771,0.150315722,1,0.406722843,-0.082601546,0.111158227,0.10750969,-0.109003192,0.06919944,0.156781287,0.065005851,-0.243190564,-0.056848669,0.180313221,0.312072953,0.380602918,-0.225912303,0.108166085,0.262066911,0.180182851,-0.025578795,0.068316721,-0.147743606,0.182385536,0.196494133,0.075837962,0.126949769,0.178857796,-0.195923298,0.174539544,-0.039606368,-0.275336636,-0.167046892,-0.331856581,-0.097984471,0.130352168,-0.040338563,0.134999969,0.316856449,-0.015569475,0.25518525,0.257482716,0.166729551,-0.17115125,-0.237825879,-0.302991153,-0.375264114,-0.191734565,0.260823124,0.039158614,-0.016426024,0.012196485,-0.090212118,0.080347583,-0.043717737,0.225203809,-0.124646475,-0.380042972,-0.165878596,-0.343939481,-0.085241158,-0.24806717,-0.321895941,-0.121232791,-0.120307851,0.256345945,-0.14621765,0.222292493,0.146767946,-0.192676973,-0.080553772,0.008638093,0.08881138,0.231485668,-0.335025058,-0.05605985,0.063128427,-0.174563562,0.064889332,-0.095648768,-0.041733104,0.089581631,-0.009491991,-0.146217981,-0.016135337,-0.057240531,0.22214382,0.411898284,0.070459776,0.333178411,-0.050330823,-0.38757598,-0.406571211,0.093604116,-0.04268471,-0.272912119,0.135898932,-0.063025428,0.194603871,0.195789192,0.204143068,-0.040070589,-0.16099383,-0.356197133,-0.00397538,-0.07710829,-0.215488202,0.041908798,0.067483525,0.001763037,-0.02091475,-0.025028918,0.080056129,0.30150796,0.079496023,-0.288946035,-0.394968511,-0.125465328,0.196396034,0.100741029,0.063782513,-0.222421415,-0.405192845,0.019199214,0.161955709,0.126645571,0.195208292,-0.055955134,0.156934673
´Ó×æ¸¸-´ÓËï×Ó,-0.112272459,-0.06189167,-0.126618796,-0.223624848,-0.204378319,-0.064787645,-0.146037902,0.005583881,0.08878372,0.22918964,-0.076090402,-0.155563901,-0.03304708,0.308108617,0.161387107,-0.000380343,0.406722843,1,0.218666214,0.041082771,0.377027567,0.13695246,0.157724686,0.281812742,0.084528917,0.190608561,0.118314374,0.127854405,0.221191662,0.091357086,-0.181760767,-0.202060652,-0.100067516,-0.019358232,-0.083308443,-0.130071717,0.038848018,0.27015567,0.034550849,-0.236183146,-0.034581187,-0.002833111,-0.221198542,-0.26214251,-0.092913964,-0.198103919,-0.246869267,-0.25598465,-0.079686089,-0.091026072,-0.010482351,0.316760225,0.022945222,0.135880486,0.089024511,0.183564829,-0.051813844,0.000157075,0.267068725,0.030279733,-0.07554486,-0.309734164,0.064644565,0.291762749,-0.031932707,0.252372074,-0.051994684,-0.285340293,-0.127339795,-0.016245707,-0.260177117,-0.152157169,-0.262330971,-0.136351436,0.005592945,-0.271660063,-0.190503741,-0.288446547,-0.336725312,-0.167144302,-0.160817643,0.002105172,-0.047666598,0.068412777,-0.194506464,0.039819162,-0.036778924,0.039361744,-0.288788083,0.087884932,0.115752105,0.237792775,0.318739236,-0.029781655,0.106729364,-0.230690004,-0.167857682,0.410861744,0.112893646,0.171722611,0.042938388,0.161947619,0.162697436,-0.071764396,0.033662057,-0.012634116,-0.292238554,-0.095223989,-0.164579937,0.127421176,-0.013618387,0.241273811,0.08501723,-0.167745567,-0.01449519,-0.368966178,-0.049960768,-0.257808643,-0.14287278,-0.361461211,-0.194117054,-0.066203058,0.0429247,-0.015031502,-0.089974866,-0.12268264,0.062642918,-0.05773012,-0.194853908,0.234391551,-0.171359749,-0.380040856,-0.095521712,-0.236021529,0.372125467,0.107403896,0.050402435,-0.139704282,0.047422946,0.296711047,-0.075507793,0.20749609,0.179332593
´Ó×æ¹Ã-´ÓÖ¶Ëï,-0.012059146,0.009946274,0.074929979,0.157784007,-0.175738945,-0.199105861,0.092843874,0.16566798,-0.221227642,0.123292271,0.123843142,0.02236749,-0.118970777,0.053577565,0.044096663,-0.091176656,-0.082601546,0.218666214,1,0.220083884,0.451236003,0.00532294,-0.000943159,0.080765132,0.04729534,-0.099444214,0.091269701,-0.03768007,-0.072176935,-0.083515833,0.03418288,-0.14593565,-0.021173869,-0.050680167,0.132575539,-0.00079839,-0.14348124,-0.170503212,-0.088752919,-0.293371243,0.184418793,0.155237369,-0.084422433,-0.109984519,0.013770351,0.119820142,0.278770911,0.171596161,0.402898819,-0.154643484,-0.063075659,-0.081452225,-0.165601072,-0.02582303,0.007639224,-0.140647547,0.141220119,0.379316632,0.304752597,0.063085797,-0.100143235,-0.261160653,-0.185717687,0.061517178,0.210828392,0.002560086,0.124107742,-0.104092397,0.095224292,-0.119914916,-0.228249716,0.137544633,-0.153301197,0.020010564,0.237286091,-0.026820252,0.211662379,-0.142142146,-0.013430164,-0.210711645,-0.184711902,-0.161366638,0.071318334,0.389861529,-0.205695605,-0.08768723,-0.190830844,-0.143918902,-0.044997871,0.295059414,0.012037965,0.372973828,-0.167054803,0.003892021,-0.115858576,-0.136370367,-0.089265368,0.471224194,0.215692257,0.479496284,0.119390173,-0.157454839,-0.11251303,-0.27975768,0.16170074,-0.181695696,0.031724546,-0.249468958,-0.203797439,-0.024852961,-0.141736977,-0.017180166,-0.262426083,-0.233161347,-0.185297292,-0.145021374,-0.023326117,0.026788067,-0.193937764,-0.128789921,0.089657335,-0.249753439,-0.282186294,0.129433531,-0.268833365,0.140847784,0.071775446,-0.246194637,-0.356110535,0.530371501,-0.072613053,-0.097077369,-0.240619599,-0.261661655,0.137977861,0.141901479,0.053599958,-0.038835047,-0.126564045,-0.043862489,-0.193927235,-0.1743316,-0.225261261
´Ó×æÄ¸-´ÓËïÅ®,-0.420524263,-0.396006581,-0.256773441,-0.25312717,-0.157152568,-0.243839454,0.307554063,0.204790956,-0.281765212,-0.155566569,0.225687838,0.127394689,-0.018284549,0.058483011,0.295791731,0.094942011,0.111158227,0.041082771,0.220083884,1,0.043891213,-0.267739412,-0.149180436,-0.034433963,0.158634847,-0.090051685,-0.112109744,-0.058944967,-0.11572243,0.022652677,0.020352831,0.356287143,0.143734452,0.008350994,0.255847161,0.379271982,0.164556706,0.028481305,0.267645162,0.104108269,-0.176451642,-0.225949863,-0.222658988,-0.076758181,0.365443049,0.281993898,-0.001431852,0.519199602,-0.178810992,-0.029798039,0.296528947,-0.231031164,-0.095347552,0.017892822,0.278873353,-0.095849512,0.192580912,0.067478291,-0.207377238,0.203334608,0.041807877,0.143530479,-0.053430126,-0.061938098,0.426352926,-0.120798716,-0.337225457,-0.292609116,0.044622744,-0.316161863,0.084065527,0.152200932,-0.242838357,0.146320927,0.058163922,0.435714208,0.309381186,-0.30703063,-0.130763637,-0.001999737,0.083041949,0.096279927,0.242047732,0.101461876,0.31226748,-0.137641251,0.214337909,-0.194687227,-0.082759396,0.108831119,0.037243614,-0.00240406,-0.10016403,-0.157994499,0.0201111,-0.041829684,-0.240766508,-0.000392667,-0.184745915,-0.010881566,0.25883835,-0.00034707,0.066581418,-0.12962633,-0.065107825,-0.046249142,0.362775568,-0.15240431,0.350765509,0.221971914,-0.049842809,-0.071599536,-0.436901138,-0.327398853,-0.132497126,-0.197855553,0.284723014,0.170963644,-0.361393942,0.376537981,0.075179983,-0.16096011,-0.238039169,0.016294666,-0.250294409,-0.22339453,0.114739943,-0.013865101,-0.156924673,0.002397364,0.140296946,0.183203511,-0.353668257,-0.391565925,-0.099972573,-0.323769835,-0.182071041,-0.198391128,0.141584167,-0.083083916,-0.015386102,0.187664074,-0.111472674
´Ó×æÄ¸-´ÓËï×Ó,0.024191022,0.176514377,0.051942992,0.027403877,-0.089607346,-0.11930288,-0.048118316,-0.059020865,-0.153063342,0.127052614,0.032671428,-0.081518971,-0.060430522,0.177290669,0.063501514,0.100482414,0.10750969,0.377027567,0.451236003,0.043891213,1,0.232043667,0.275832817,0.23531795,0.138508179,-0.12147144,0.118593306,0.116717664,0.091956989,-0.088197216,-0.162408314,-0.189983912,0.05270514,0.025321532,0.175187759,-0.124122233,-0.103868583,0.21732071,0.023975513,-0.350240915,0.060254265,0.19618306,-0.216470968,-0.128978453,-0.190060417,-0.212575743,-0.121524322,-0.099647026,0.200943892,-0.13789842,-0.27859216,0.115345188,-0.039166851,-0.126444606,9.10E-05,0.010491753,0.066854825,0.224402433,0.462365793,-0.11732571,-0.285920129,-0.32093291,-0.026864744,0.136656908,0.087712664,0.149233835,0.060149784,-0.148659086,-0.073637751,-0.080933993,-0.344745689,-0.120348548,-0.226094879,-0.222070816,0.025881541,-0.317283272,-0.066496166,-0.101668638,-0.0911034,-0.18060768,-0.248324934,-0.253176377,0.037616176,0.184845074,-0.319623303,0.007910935,-0.113271573,0.032562657,-0.293326274,0.193418858,0.015712342,0.340285866,0.003062277,0.008787075,-0.099365645,0.004350182,0.03461603,0.557037131,0.333346215,0.458761743,0.1321998,0.01578868,-0.147684954,-0.03992663,0.15236612,-0.32037834,-0.227358368,-0.1764851,-0.264341525,-0.068949038,-0.072732136,0.155451058,-0.082809619,-0.036694285,0.013866728,-0.262225123,-0.2179827,-0.211891718,-0.141466605,-0.258274475,-0.176502232,-0.205762132,-0.14372623,0.164764742,-0.147549543,0.156033979,0.189865572,-0.203963118,-0.33216481,0.418141031,-0.235695839,-0.286999056,-0.165647775,-0.247763068,0.391206366,0.184496187,0.092722897,0.030565776,-0.011318654,0.113279346,-0.119399189,-0.053621215,0.110443495
ÐÖ-µÜ,0.104500039,0.154449371,0.165399813,0.053485714,-0.070738934,-0.133779442,-0.177937967,-0.121223252,-0.032949604,0.29043378,-0.14727795,-0.074141506,-0.123407933,0.076736328,-0.221193084,-0.140881466,-0.109003192,0.13695246,0.00532294,-0.267739412,0.232043667,1,0.705496003,0.385641512,0.117689677,0.334741132,0.627547161,0.44271568,0.218347754,0.141947791,0.106759356,-0.320985056,-0.001402284,0.053857346,0.196081654,-0.253716845,-0.062255202,0.105094047,-0.126799092,-0.288511986,-0.083007096,0.046924945,0.043987322,-0.238868842,-0.363001719,-0.359852758,-0.082718141,-0.186948846,0.097980003,-0.184802821,-0.150115875,0.25585994,-0.045004662,0.035099275,-0.347642807,-0.040648681,-0.278703207,0.016207104,0.57072184,0.195453526,0.060979507,-0.195964063,-0.012665242,0.303316613,-0.154096376,0.432897296,0.06971205,-0.101371289,-0.130370157,-0.040776521,-0.374351035,-0.079697302,-0.162092506,-0.182799237,-0.043770368,-0.372805498,-0.132155984,0.06187715,0.034410506,-0.197525115,-0.193716468,-0.352687192,0.007661442,0.02529558,-0.362163154,0.036198423,-0.225869258,-0.056203915,-0.031250183,0.319152772,-0.017335094,0.310240095,0.096872123,-0.085348549,-0.113266519,-0.140918439,0.084985597,0.343185397,0.189019227,0.286897978,-0.151772801,-0.201940608,-0.18283831,-0.151335513,-0.019960449,-0.008318121,-0.219380964,0.023293682,-0.291189774,0.004672876,-0.079258915,0.246451914,-0.006950099,-0.050857283,-0.146153897,-0.174496262,-0.412131413,-0.276018659,-0.087642528,-0.378973672,-0.221641538,-0.122384692,-0.029237233,-0.103044847,-0.115617965,0.146014939,0.353986397,-0.196264691,-0.233563234,0.19673955,-0.056163068,-0.276040658,-0.148486727,-0.036001965,0.600265431,0.243921997,0.259598802,0.077193272,-0.340316761,0.102729096,-0.184485556,-0.159550803,0.114257727
